"key","riskFactor.kcd","disease.kcd","pValue","RR","age","sex"
"G63 (interacts with) K71","G63","K71",1.45760833820277e-09,5.39740791268759,8,2
"G63 (interacts with) L89","G63","L89",1.67598174051607e-30,4.8511369291429,13,2
"G63 (interacts with) L98","G63","L98",1.00669436283917e-07,5.14489795918367,11,1
"G63 (interacts with) N04","G63","N04",2.20430959750538e-08,5.95365763463995,9,1
"G63 (interacts with) N08","G63","N08",4.31369624522849e-45,9.65252069224981,11,1
"G63 (interacts with) N17","G63","N17",3.24900277277605e-13,5.60472334682861,11,2
"G63 (interacts with) N18","G63","N18",5.90933940478623e-52,12.8736953685584,10,1
"G63 (interacts with) R81","G63","R81",7.76146382690978e-07,4.2187690432663,9,2
"G63 (interacts with) R94","G63","R94",3.87653299729303e-07,4.54891832110488,8,1
"G63 (interacts with) S81","G63","S81",5.55131678545089e-08,5.64222790565502,8,2
"G63 (interacts with) T21","G63","T21",1.32568139880955e-07,4.89418095357277,13,1
"G63 (interacts with) T25","G63","T25",9.19918508534987e-06,4.47119883040936,10,1
"G63 (interacts with) Z96","G63","Z96",2.24124692090158e-07,4.36606621128776,9,1
"G64 (interacts with) F43","G64","F43",4.90691256920429e-07,4.65847992034517,15,1
"G64 (interacts with) G50","G64","G50",4.50152710212526e-07,5.35429541595925,9,1
"G64 (interacts with) M15","G64","M15",5.1885104912281e-09,4.29263157894737,18,2
"G64 (interacts with) T24","G64","T24",6.28694088117115e-07,4.30858672282919,13,1
"G64 (interacts with) T25","G64","T25",4.88185656906307e-06,4.324,12,1
"G81 (interacts with) A41","G81","A41",3.43358570451003e-15,8.60214601304439,12,2
"G81 (interacts with) B86","G81","B86",3.90091449322659e-06,4.42039520112915,13,2
"G81 (interacts with) E83","G81","E83",4.50005317063159e-06,4.20183561587582,11,1
"G81 (interacts with) G40","G81","G40",8.33102971527005e-18,6.20644937254526,10,1
"G81 (interacts with) G93","G81","G93",2.26601864460895e-07,5.52179775280899,11,2
"G81 (interacts with) I11","G81","I11",7.83981301382963e-08,5.18717787554997,9,2
"G81 (interacts with) I12","G81","I12",3.61294670840264e-06,4.70216840035191,11,1
"G81 (interacts with) I61","G81","I61",1.45723690807388e-15,9.5022425319455,12,2
"G81 (interacts with) I63","G81","I63",6.93483918059567e-18,4.80217929668153,11,2
"G81 (interacts with) I64","G81","I64",1.88562186592119e-20,5.79008542065222,13,2
"G81 (interacts with) I69","G81","I69",6.74957543434363e-109,11.2632065657149,11,1
"G81 (interacts with) J90","G81","J90",2.87954327477111e-07,4.24892061873194,11,1
"G81 (interacts with) K02","G81","K02",2.32437942852574e-08,6.49405030079771,10,1
"G81 (interacts with) L89","G81","L89",6.022601948798e-23,5.50826777389277,13,2
"G81 (interacts with) N18","G81","N18",1.08419215705318e-11,6.32093023255814,12,2
"G81 (interacts with) R56","G81","R56",5.74885911555005e-13,5.30053588386922,12,1
"G81 (interacts with) S72","G81","S72",2.49035260020894e-05,4.15494071146245,12,1
"G81 (interacts with) T21","G81","T21",1.66605418472842e-05,4.41964451600917,13,1
"G90 (interacts with) G50","G90","G50",2.04962651869625e-06,4.61425818882466,13,1
"G90 (interacts with) G54","G90","G54",3.948439644469e-08,5.56362107623318,8,2
"G90 (interacts with) K22","G90","K22",4.14531706835492e-06,4.27257731958763,9,2
"G90 (interacts with) R25","G90","R25",1.9395889394829e-08,4.5982496422748,14,1
"G93 (interacts with) E14","G93","E14",9.42995513919811e-08,4.64540050615031,8,2
"G93 (interacts with) I67","G93","I67",2.52515605240486e-07,4.39101338432122,10,1
"G93 (interacts with) I69","G93","I69",6.74325956799478e-09,6.17823578321449,10,1
"H01 (interacts with) F33","H01","F33",4.43111832782553e-06,4.61904761904762,17,2
"H01 (interacts with) H16","H01","H16",2.16869624923969e-07,4.19355413105413,18,2
"H01 (interacts with) H27","H01","H27",1.60395416701362e-06,4.20118518518519,16,1
"H01 (interacts with) I21","H01","I21",4.80496353924161e-06,4.00392338120217,3,1
"H01 (interacts with) N64","H01","N64",2.78333181135852e-07,6.88577827547592,14,1
"H01 (interacts with) S92","H01","S92",6.94940062100425e-09,5.99166211044286,17,2
"H02 (interacts with) E10","H02","E10",6.01205371473915e-06,4.0182474469899,7,2
"H02 (interacts with) G43","H02","G43",1.47533407442923e-05,4.42718446601942,0,1
"H02 (interacts with) H01","H02","H01",2.07260178676098e-07,4.12057416267943,18,2
"H02 (interacts with) H16","H02","H16",2.16869624923969e-07,4.19355413105413,18,2
"H02 (interacts with) H17","H02","H17",5.26437785258557e-10,5.90582021128164,8,2
"H02 (interacts with) H26","H02","H26",1.35321846592794e-07,4.65898617511521,1,1
"H02 (interacts with) H47","H02","H47",3.21632221691896e-06,4.46648488979777,9,1
"H02 (interacts with) I83","H02","I83",9.16016923526541e-06,4.65658263305322,3,1
"H02 (interacts with) J34","H02","J34",2.9003918438916e-08,5.04619305511309,17,2
"H02 (interacts with) K80","H02","K80",4.84057002120696e-09,7.51313285116102,18,2
"H02 (interacts with) L25","H02","L25",1.57523702222111e-06,4.3317230273752,18,2
"H02 (interacts with) L42","H02","L42",7.5882066823182e-08,6.3156738487537,8,1
"H02 (interacts with) L71","H02","L71",3.02614543059838e-07,6.25195164945857,15,2
"H02 (interacts with) M41","H02","M41",8.28143998876657e-06,4.51428571428571,0,2
"H02 (interacts with) Z96","H02","Z96",3.03414457653707e-07,4.3739837398374,18,2
"H04 (interacts with) B01","H04","B01",1.36206866426333e-05,6.34208463949843,13,1
"H04 (interacts with) H15","H04","H15",1.21578832932254e-07,4.62655462184874,16,1
"H04 (interacts with) H27","H04","H27",4.85957989239596e-10,4.91125174988334,8,1
"H04 (interacts with) H40","H04","H40",1.77251273734774e-06,4.38742393509128,18,1
"H04 (interacts with) H44","H04","H44",1.74522429745295e-05,4.61637677115307,2,1
"H04 (interacts with) I45","H04","I45",2.5563530796196e-06,5.02664569015484,3,1
"H04 (interacts with) T15","H04","T15",1.02359302057126e-06,7.76165011459129,18,2
"H10 (interacts with) H02","H10","H02",9.7135924466435e-07,4.19966761633428,18,2
"H10 (interacts with) J37","H10","J37",9.44229652683258e-06,5.67575757575758,18,2
"H10 (interacts with) T15","H10","T15",8.39610043477868e-06,6.56919060052219,18,2
"H11 (interacts with) H26","H11","H26",3.25617253700271e-07,5.31769064526088,18,2
"H11 (interacts with) H57","H11","H57",3.34351076658969e-06,4.79605263157895,17,2
"H11 (interacts with) N03","H11","N03",1.09619434258595e-07,4.05959422025904,15,1
"H11 (interacts with) N80","H11","N80",7.10397179273291e-06,4.66465350367789,3,2
"H11 (interacts with) R22","H11","R22",1.25488476804369e-06,5.19918699186992,16,1
"H13 (interacts with) E06","H13","E06",5.24248991980812e-06,4.40962080796106,10,1
"H13 (interacts with) K04","H13","K04",3.29440684431592e-07,5.1828540423223,13,1
"H13 (interacts with) K08","H13","K08",8.38872918969626e-07,4.49533492822967,14,1
"H13 (interacts with) K35","H13","K35",2.10934330560241e-06,4.66244027357047,8,1
"H15 (interacts with) H11","H15","H11",2.43306047241038e-11,4.1917684305744,16,2
"H15 (interacts with) H17","H15","H17",1.11709522913671e-05,4.32565789473684,12,1
"H15 (interacts with) M35","H15","M35",1.30315270000502e-07,5.03219186866744,9,1
"H16 (interacts with) A59","H16","A59",9.94159814893343e-07,5.57583932853717,16,2
"H16 (interacts with) G43","H16","G43",3.24634052534387e-08,4.51400791034937,18,2
"H16 (interacts with) H01","H16","H01",6.30386533054556e-14,5.5514261019879,18,2
"H16 (interacts with) H17","H16","H17",4.4941637246567e-06,5.43151969981238,17,2
"H16 (interacts with) L01","H16","L01",9.47959770239138e-08,4.157824933687,17,1
"H16 (interacts with) Z96","H16","Z96",7.12156086162649e-09,4.558487113009,18,2
"H17 (interacts with) H18","H17","H18",2.60919188953429e-13,8.21979689928084,11,1
"H17 (interacts with) H20","H17","H20",2.88908444852227e-12,10.2229102167183,7,2
"H17 (interacts with) H53","H17","H53",4.32431863829767e-06,4.05836565135184,10,2
"H17 (interacts with) L01","H17","L01",1.21517342631265e-06,4.10445912469034,3,2
"H18 (interacts with) E50","H18","E50",1.13359968985316e-06,4.54388924145763,3,2
"H18 (interacts with) H17","H18","H17",2.44937448221456e-05,4.05182453416149,13,2
"H18 (interacts with) H53","H18","H53",7.77852166213955e-07,4.0800875519138,8,2
"H18 (interacts with) K86","H18","K86",1.0167310498759e-06,4.79801652892562,16,2
"H19 (interacts with) H17","H19","H17",6.30452841650034e-10,8.13968253968254,15,1
"H19 (interacts with) M35","H19","M35",1.57659211358111e-06,4.72381827731092,7,1
"H20 (interacts with) G63","H20","G63",1.46840678206882e-05,4.20021400546903,8,2
"H20 (interacts with) H15","H20","H15",1.27673213310622e-07,4.2007640317367,13,1
"H20 (interacts with) H17","H20","H17",2.69044769281857e-06,4.40705844778026,12,1
"H20 (interacts with) H26","H20","H26",7.78605741942557e-16,4.15828043117038,10,2
"H20 (interacts with) H27","H20","H27",4.94843602760484e-09,4.61447934558936,13,2
"H20 (interacts with) H53","H20","H53",7.97403785723634e-06,4.31218402426694,3,1
"H20 (interacts with) I10","H20","I10",1.03042003913921e-06,4.5160207506866,3,1
"H20 (interacts with) M45","H20","M45",7.17594368232341e-18,11.6398255813953,7,1
"H20 (interacts with) Z96","H20","Z96",4.10556047187085e-06,4.74276929903802,8,1
"H25 (interacts with) D63","H25","D63",2.05544247255997e-06,4.57059318862275,10,2
"H25 (interacts with) E10","H25","E10",1.13444295611024e-09,4.03945981554677,10,2
"H25 (interacts with) G63","H25","G63",3.02406189221354e-06,4.13414068197388,9,2
"H25 (interacts with) H26","H25","H26",6.72319543614941e-118,4.63351749539595,11,2
"H25 (interacts with) H27","H25","H27",9.69263730002108e-32,12.3402328326617,11,2
"H25 (interacts with) H33","H25","H33",2.26983750940686e-09,6.19303160015108,9,1
"H25 (interacts with) H43","H25","H43",5.64772278557946e-16,4.41076064790276,9,1
"H25 (interacts with) H44","H25","H44",2.81373583048655e-15,7.81795170007526,10,2
"H25 (interacts with) H47","H25","H47",5.15443084617531e-11,5.81377306247773,10,2
"H25 (interacts with) H53","H25","H53",2.31193369970868e-06,4.62896866858918,9,2
"H25 (interacts with) J90","H25","J90",1.06059078266216e-05,4.44294662309368,10,2
"H25 (interacts with) L98","H25","L98",1.40025536118428e-05,4.34451544195953,10,2
"H25 (interacts with) N08","H25","N08",7.56498633635265e-10,5.56596688854753,10,2
"H25 (interacts with) N18","H25","N18",3.03891883824018e-16,4.9849003933511,11,2
"H25 (interacts with) R56","H25","R56",2.19837536261351e-06,4.18590927750411,10,2
"H25 (interacts with) Z96","H25","Z96",6.28616415787569e-106,11.2677749360614,10,1
"H26 (interacts with) D63","H26","D63",1.75006758924494e-05,4.35724695007703,9,1
"H26 (interacts with) E10","H26","E10",5.9520720275278e-08,5.11702200589566,8,1
"H26 (interacts with) E14","H26","E14",5.47910399737678e-07,4.45343580470163,6,2
"H26 (interacts with) H17","H26","H17",3.14580968010363e-06,4.1276460894917,10,2
"H26 (interacts with) H20","H26","H20",2.85922245003479e-14,4.31390277630039,11,2
"H26 (interacts with) H25","H26","H25",7.11057022277479e-64,15.9589342806394,8,1
"H26 (interacts with) H27","H26","H27",5.1039767966321e-36,42.7639893414541,8,1
"H26 (interacts with) H33","H26","H33",3.52483776804925e-18,6.80145719489982,9,1
"H26 (interacts with) H35","H26","H35",2.94285984658064e-18,7.3974025974026,5,1
"H26 (interacts with) H40","H26","H40",2.54651312438871e-14,4.9148769720789,2,1
"H26 (interacts with) H43","H26","H43",5.95840388093383e-29,4.47357553674133,9,1
"H26 (interacts with) H44","H26","H44",2.44430253217048e-10,6.09487577639752,9,1
"H26 (interacts with) H50","H26","H50",2.19255507742922e-07,4.67494288133698,2,1
"H26 (interacts with) I12","H26","I12",1.2112455897878e-08,4.4149490549895,11,2
"H26 (interacts with) I25","H26","I25",3.64172490958564e-10,7.0602804661268,8,2
"H26 (interacts with) I50","H26","I50",1.79435278959734e-09,7.39098478857515,8,2
"H26 (interacts with) N18","H26","N18",5.70663471453867e-15,5.82546040863628,11,2
"H26 (interacts with) S81","H26","S81",3.44221031082245e-06,4.10220794984865,2,2
"H26 (interacts with) Z01","H26","Z01",1.23815888123582e-05,4.28611457036115,9,2
"H26 (interacts with) Z96","H26","Z96",3.24520544918586e-110,13.7019494440844,9,1
"H27 (interacts with) H04","H27","H04",2.38856152645138e-08,4.24579831932773,18,2
"H27 (interacts with) H18","H27","H18",8.69267343645533e-09,4.95954236861956,13,1
"H27 (interacts with) H26","H27","H26",5.98006143886666e-16,9.02712643678161,9,1
"H27 (interacts with) Z96","H27","Z96",3.41140829751102e-32,17.4123870398942,9,1
"H33 (interacts with) D68","H33","D68",5.53011096057365e-07,4.70202485043718,12,2
"H33 (interacts with) G45","H33","G45",9.08860079662935e-08,5.33337616447157,9,2
"H33 (interacts with) H26","H33","H26",1.1886454002298e-11,7.05216030764591,9,2
"H33 (interacts with) H35","H33","H35",9.32897189557283e-17,6.44458272327965,7,1
"H33 (interacts with) H43","H33","H43",1.58968535273538e-12,9.41999285118551,6,2
"H33 (interacts with) H44","H33","H44",8.2648278614383e-09,6.03300913645741,12,2
"H33 (interacts with) H53","H33","H53",5.970851809382e-12,5.59183293429103,14,2
"H33 (interacts with) H57","H33","H57",2.62501263965885e-06,4.52766878636179,14,1
"H33 (interacts with) N18","H33","N18",2.57965624441597e-08,5.67247451343837,12,2
"H34 (interacts with) H18","H34","H18",7.52750864672357e-07,4.99383259911894,12,1
"H34 (interacts with) H33","H34","H33",1.21835883535547e-11,9.26064030131827,11,2
"H34 (interacts with) I25","H34","I25",7.62256420080673e-07,4.11748733821047,10,2
"H34 (interacts with) I63","H34","I63",3.07980328419709e-06,4.13324657599467,10,2
"H34 (interacts with) I69","H34","I69",5.37988177167863e-06,4.06372790333408,11,1
"H34 (interacts with) K14","H34","K14",3.10087104407125e-07,4.32652102419544,12,1
"H34 (interacts with) R35","H34","R35",5.33778468960151e-06,4.44485463774804,16,2
"H34 (interacts with) T16","H34","T16",2.88553103867343e-06,4.65506125080593,16,2
"H35 (interacts with) B08","H35","B08",1.8322979089497e-05,4.14311621811088,10,1
"H35 (interacts with) H25","H35","H25",3.58518139873099e-10,6.4857083922678,7,1
"H35 (interacts with) H26","H35","H26",2.55687508617556e-14,4.4616107862126,8,2
"H35 (interacts with) H27","H35","H27",3.4486780285105e-07,4.18430335097002,11,2
"H35 (interacts with) H33","H35","H33",1.05699999461928e-18,4.63842982824864,12,1
"H35 (interacts with) H34","H35","H34",2.64917562807488e-22,4.08470022358755,13,1
"H35 (interacts with) H36","H35","H36",5.37722450975149e-13,4.26149760871983,7,1
"H35 (interacts with) H40","H35","H40",7.24007798987833e-07,4.37843406593407,18,2
"H35 (interacts with) H43","H35","H43",5.22018321450245e-11,5.81155826217981,5,1
"H35 (interacts with) H44","H35","H44",6.65161434963995e-10,4.84207068099686,9,2
"H35 (interacts with) H47","H35","H47",2.56645282765364e-05,4.20384574971104,7,1
"H35 (interacts with) H50","H35","H50",2.04999200481909e-10,5.64559561843907,7,1
"H35 (interacts with) K40","H35","K40",9.097004804811e-06,5.0851342158966,15,2
"H35 (interacts with) L91","H35","L91",2.11957211392368e-05,4.10084541062802,15,1
"H35 (interacts with) Z96","H35","Z96",1.11702464250391e-11,9.91205058269278,7,2
"H36 (interacts with) A41","H36","A41",7.98365311293113e-19,4.90168891060685,12,2
"H36 (interacts with) B19","H36","B19",1.26102255784924e-06,4.65842258520064,9,2
"H36 (interacts with) D63","H36","D63",7.54352934795307e-28,6.44549159449822,11,1
"H36 (interacts with) E10","H36","E10",5.24868921775985e-108,6.38267267460934,12,2
"H36 (interacts with) E12","H36","E12",4.41791778350358e-09,4.15196162638582,13,1
"H36 (interacts with) E13","H36","E13",2.53867753131735e-45,7.65033744082195,10,2
"H36 (interacts with) E14","H36","E14",2.38467587439286e-40,4.14234594057599,9,2
"H36 (interacts with) E83","H36","E83",1.24244611971054e-19,4.66471904069234,11,1
"H36 (interacts with) E87","H36","E87",8.70977227261695e-13,7.40310940841055,5,2
"H36 (interacts with) G63","H36","G63",8.54826235407814e-148,4.171999499622,13,2
"H36 (interacts with) H25","H36","H25",1.31272789006224e-38,6.79194960320707,9,2
"H36 (interacts with) H26","H36","H26",1.89018666176132e-64,8.93470487386725,9,2
"H36 (interacts with) H27","H36","H27",5.33025068909059e-11,6.80594511484881,11,2
"H36 (interacts with) H33","H36","H33",6.64714900373082e-18,7.75754732832979,10,2
"H36 (interacts with) H34","H36","H34",3.25962633646111e-11,4.0729465256499,11,1
"H36 (interacts with) H35","H36","H35",8.03967718432875e-24,7.00249332146037,6,2
"H36 (interacts with) H40","H36","H40",2.61649090230867e-19,4.43349753694581,6,1
"H36 (interacts with) H43","H36","H43",4.42390998960966e-21,4.22106049290515,9,2
"H36 (interacts with) H44","H36","H44",3.19964746857877e-06,4.9383832673827,9,1
"H36 (interacts with) I10","H36","I10",5.19737984667786e-09,4.81865157480315,6,2
"H36 (interacts with) I11","H36","I11",1.38998385192312e-14,4.05443217062665,9,2
"H36 (interacts with) I12","H36","I12",3.88456516053841e-26,4.4506784660767,13,1
"H36 (interacts with) I13","H36","I13",1.59006402733107e-14,5.20200611620795,10,1
"H36 (interacts with) I15","H36","I15",5.20279463715379e-17,4.70298068849706,11,1
"H36 (interacts with) I20","H36","I20",9.90054173058479e-08,4.23422579554029,7,2
"H36 (interacts with) I24","H36","I24",2.26825063465828e-08,4.79358461878019,10,2
"H36 (interacts with) I25","H36","I25",6.91690103202454e-31,4.22423054755043,10,2
"H36 (interacts with) I63","H36","I63",5.60835670002287e-09,4.86507936507937,8,1
"H36 (interacts with) I64","H36","I64",5.66570536250065e-06,4.73016103293196,10,2
"H36 (interacts with) I69","H36","I69",2.15629613866747e-07,4.41177322913749,9,2
"H36 (interacts with) I70","H36","I70",1.05986492172667e-19,4.45885179474307,9,2
"H36 (interacts with) I74","H36","I74",1.14752944584429e-16,4.03690514566628,11,2
"H36 (interacts with) I95","H36","I95",1.93470935368299e-09,5.43226559893227,10,2
